read_latency_ms,write_latency_ms
135.86997985839844,607.7761650085449
140.43593406677246,617.671012878418
137.15791702270508,614.2802238464355
137.06493377685547,606.6880226135254
136.9190216064453,614.1612529754639
136.75880432128906,615.9060001373291
136.77191734313965,607.2142124176025
136.78884506225586,612.2498512268066
136.80315017700195,608.6227893829346
136.80195808410645,607.551097869873
115.18287658691406,605.3667068481445
113.21401596069336,608.7470054626465
115.72408676147461,605.3411960601807
115.01216888427734,626.4028549194336
111.82904243469238,611.7539405822754
112.50185966491699,627.7837753295898
112.06507682800293,607.0680618286133
108.45279693603516,613.4369373321533
114.65096473693848,619.4858551025391
115.31496047973633,612.4138832092285
117.49672889709473,614.6748065948486
114.60185050964355,607.6440811157227
117.85197257995605,615.5331134796143
117.61689186096191,620.0680732727051
113.66605758666992,611.6232872009277
116.14727973937988,626.2259483337402
112.85781860351562,609.9228858947754
115.94796180725098,610.8658313751221
112.87879943847656,611.1400127410889
114.07899856567383,607.6600551605225
112.20884323120117,610.2631092071533
111.42396926879883,611.9639873504639
119.31204795837402,616.2869930267334
121.92273139953613,607.1128845214844
124.81522560119629,614.6397590637207
125.59223175048828,618.983268737793
122.63703346252441,615.2141094207764
120.70178985595703,620.811939239502
127.17008590698242,627.4189949035645
126.93500518798828,610.3379726409912
121.0329532623291,605.6089401245117
119.77124214172363,607.4223518371582
122.09820747375488,609.5242500305176
123.64602088928223,609.7452640533447
137.15720176696777,607.213020324707
125.87499618530273,606.8103313446045
126.40714645385742,607.496976852417
121.02317810058594,618.2079315185547
127.09879875183105,605.384111404419
138.6849880218506,607.6569557189941
137.04204559326172,615.5149936676025
135.48517227172852,607.1579456329346
136.93904876708984,614.5670413970947
129.04596328735352,605.7710647583008
135.13803482055664,604.9239635467529
131.13808631896973,606.2381267547607
133.8670253753662,605.1139831542969
137.18199729919434,607.3191165924072
135.47277450561523,612.1149063110352
136.02209091186523,606.8239212036133
110.34178733825684,621.0761070251465
108.3226203918457,617.5243854522705
