read_latency_ms,write_latency_ms
114.51888084411621,628.70192527771
114.33792114257812,629.798173904419
113.95502090454102,629.7757625579834
118.96586418151855,631.2110424041748
114.97807502746582,630.4049491882324
107.8639030456543,627.5851726531982
108.65187644958496,626.2621879577637
111.80591583251953,627.4778842926025
110.18681526184082,627.5510787963867
127.82597541809082,617.9361343383789
178.62224578857422,614.0997409820557
113.86895179748535,616.2087917327881
111.98902130126953,617.2869205474854
111.61494255065918,621.1910247802734
125.60796737670898,610.4419231414795
142.30680465698242,608.9029312133789
110.90707778930664,609.2710494995117
138.34500312805176,639.0650272369385
137.80784606933594,635.3068351745605
138.23580741882324,635.3988647460938
137.35294342041016,637.2261047363281
136.48605346679688,637.5460624694824
106.37903213500977,625.5040168762207
105.74793815612793,612.1227741241455
113.78693580627441,616.710901260376
113.72494697570801,613.0387783050537
114.65978622436523,613.0709648132324
109.44724082946777,609.652042388916
104.13789749145508,611.4413738250732
107.96904563903809,611.1421585083008
111.81521415710449,612.6918792724609
106.45699501037598,606.8270206451416
109.49087142944336,608.8001728057861
110.86583137512207,612.3578548431396
106.85300827026367,612.0212078094482
111.76705360412598,613.0211353302002
107.01394081115723,607.2180271148682
109.16304588317871,611.212968826294
107.06877708435059,611.8543148040771
106.83417320251465,608.3590984344482
109.07578468322754,614.0048503875732
109.07983779907227,610.9721660614014
107.95211791992188,607.7291965484619
109.32111740112305,613.4006977081299
108.05988311767578,610.3622913360596
109.64608192443848,610.9261512756348
105.81612586975098,613.8119697570801
127.64501571655273,610.5160713195801
124.54390525817871,613.1088733673096
125.2450942993164,627.5959014892578
124.48501586914062,619.2359924316406
108.46686363220215,625.0417232513428
106.94575309753418,624.9752044677734
106.18877410888672,629.6639442443848
105.61203956604004,628.7369728088379
105.0870418548584,626.9681453704834
104.28690910339355,614.3579483032227
103.96003723144531,609.3273162841797
107.77091979980469,615.3678894042969
105.44490814208984,617.6009178161621
104.75707054138184,612.4658584594727
108.34598541259766,607.7702045440674
109.91287231445312,609.2889308929443
105.12995719909668,606.9259643554688
109.94410514831543,612.8969192504883
108.21890830993652,615.4220104217529
108.55603218078613,618.149995803833
108.26778411865234,612.3158931732178
110.19325256347656,610.558032989502
110.91494560241699,613.1889820098877
107.50699043273926,607.6300144195557
109.69018936157227,614.0820980072021
108.21723937988281,618.1151866912842
115.67473411560059,612.6871109008789
107.87391662597656,620.7139492034912
117.66600608825684,617.9499626159668
115.4639720916748,623.7640380859375
114.82810974121094,606.9507598876953
106.43696784973145,615.7081127166748
108.42132568359375,617.2420978546143
119.30084228515625,618.757963180542
111.11116409301758,611.9279861450195
104.87127304077148,613.696813583374
125.2291202545166,611.9749546051025
106.78458213806152,609.5128059387207
106.60982131958008,610.2418899536133
107.5291633605957,608.8869571685791
111.86003684997559,607.429027557373
114.14909362792969,613.3890151977539
107.64908790588379,608.4041595458984
120.12815475463867,614.3419742584229
118.78490447998047,611.1621856689453
