write_ratio,read_avg_ms,write_avg_ms,read_p95_ms,write_p95_ms,stale_reads,total_reads,stale_rate
0.01,111.53733069393198,612.290881123349,130.0,630,0,22453,0.0
0.1,107.02578117022472,608.8875495588412,120.0,620,0,16047,0.0
0.5,107.98836324801192,610.8616291104103,120.0,620,0,3955,0.0
0.9,109.32370298786653,612.3206453609372,120.0,620,0,482,0.0
