Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,158383,436,1,0.8170225261692355,0.2833749749697745,64.7060830378905,59.46364193126787,2647.4081005796484,7.287839805109934,1,1,1,1,1,1,2,3,21,49,65
POST,/set,1520,0,1203.225291974377,1208.5407831479404,1203.225291974377,1286.918916972354,76.53618421052632,25.407147944419954,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1300,1300,1300
,Aggregated,159903,436,1,12.297358205581705,0.2833749749697745,1286.918916972354,59.62592946974103,2672.8152485240685,7.287839805109934,1,1,1,1,1,2,3,31,1200,1200,1300
