Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,2331,0,2,3.368856231628065,0.35137502709403634,59.765708982013166,60.36765336765337,39.39605432801197,0.0,2,3,3,4,6,9,15,23,47,60,60
POST,/set,2268,0,1208.0304170376621,1230.2492852428752,1208.0304170376621,1319.2795000504702,77.34082892416225,38.331296102930565,0.0,1200,1200,1200,1200,1300,1300,1300,1300,1300,1300,1300
,Aggregated,4599,0,17,608.4057801275856,0.35137502709403634,1319.2795000504702,68.73798651880844,77.72735043094254,0.0,17,1200,1200,1200,1200,1300,1300,1300,1300,1300,1300
