Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,274,0,4,6.155817622461622,0.6396669778041542,50.38770800456405,58.886861313868614,4.596371698173087,0.0,4,5,7,9,13,23,31,37,50,50,50
POST,/set,2258,0,1209.8817499936558,1257.4295098102464,1209.8817499936558,2338.089582975954,82.89326837909654,37.87812881195193,0.0,1200,1200,1200,1200,1300,1300,2000,2000,2200,2300,2300
,Aggregated,2532,0,1200,1122.0231150000357,0.6396669778041542,2338.089582975954,80.2954186413902,42.47450051012502,0.0,1200,1200,1200,1200,1300,1300,1400,2000,2200,2300,2300
