timestamp,request_type,node,key,latency_ms,stale,returned_version,latest_version,interval_ms,status_code
1775116819.5511732,read,http://localhost:8080,k4,7.161140441894531,False,92,0,,200
1775116819.551331,read,http://localhost:8082,k3,6.910085678100586,False,94,0,,200
1775116819.551434,read,http://localhost:8080,k3,6.75201416015625,False,95,0,,200
1775116819.551521,read,http://localhost:8081,k3,6.970882415771484,False,94,0,,200
1775116819.551717,read,http://localhost:8082,k5,8.260965347290039,False,87,0,,200
1775116819.551799,read,http://localhost:8080,k5,7.51495361328125,False,89,0,,200
1775116819.551882,read,http://localhost:8084,k2,13.69786262512207,False,89,0,,200
1775116819.5519638,read,http://localhost:8084,k4,8.259057998657227,False,90,0,,200
1775116819.552041,read,http://localhost:8080,k2,7.891178131103516,False,92,0,,200
1775116819.552117,read,http://localhost:8081,k3,7.306098937988281,False,94,0,,200
1775116819.556304,read,http://localhost:8083,k2,2.629995346069336,False,90,0,,200
1775116819.556389,read,http://localhost:8081,k3,2.9571056365966797,False,94,0,,200
1775116819.55707,read,http://localhost:8081,k2,1.8048286437988281,False,88,0,,200
1775116819.5573142,read,http://localhost:8084,k5,0.8709430694580078,False,88,0,,200
1775116819.558742,read,http://localhost:8083,k1,1.6546249389648438,False,99,0,,200
1775116819.559531,read,http://localhost:8080,k5,1.2369155883789062,False,89,0,,200
1775116819.560459,read,http://localhost:8081,k5,2.062082290649414,False,89,0,,200
1775116819.5605388,read,http://localhost:8084,k2,2.0117759704589844,False,89,0,,200
1775116819.56146,read,http://localhost:8081,k2,0.7269382476806641,False,88,0,,200
1775116819.562515,read,http://localhost:8080,k1,1.9581317901611328,False,101,0,,200
1775116819.56278,read,http://localhost:8083,k1,1.6350746154785156,False,100,0,,200
1775116819.564223,read,http://localhost:8083,k4,1.6891956329345703,False,89,0,,200
1775116819.5643148,read,http://localhost:8082,k1,1.2199878692626953,False,100,0,,200
1775116819.565814,read,http://localhost:8080,k3,1.0890960693359375,False,95,0,,200
1775116819.5710468,read,http://localhost:8081,k1,2.0759105682373047,False,99,0,,200
1775116819.571129,read,http://localhost:8081,k4,3.8421154022216797,False,92,0,,200
1775116819.5726368,read,http://localhost:8082,k5,4.4498443603515625,False,87,0,,200
1775116819.57272,read,http://localhost:8081,k4,3.9010047912597656,False,92,0,,200
1775116819.57296,read,http://localhost:8080,k4,2.471923828125,False,92,0,,200
1775116819.5735161,read,http://localhost:8084,k1,2.166748046875,False,99,0,,200
1775116819.5736089,read,http://localhost:8081,k4,1.5721321105957031,False,92,0,,200
1775116819.573697,read,http://localhost:8081,k2,1.2388229370117188,False,88,0,,200
1775116819.576832,read,http://localhost:8081,k3,1.3620853424072266,False,94,0,,200
1775116819.577908,read,http://localhost:8082,k4,2.187967300415039,False,91,0,,200
1775116819.583936,read,http://localhost:8084,k1,7.497072219848633,False,99,0,,200
1775116819.584633,read,http://localhost:8080,k4,7.555723190307617,False,92,0,,200
1775116819.590732,read,http://localhost:8080,k4,7.89189338684082,False,92,0,,200
1775116819.5908291,read,http://localhost:8084,k5,7.610797882080078,False,88,0,,200
