timestamp,request_type,node,key,latency_ms,stale,returned_version,latest_version,interval_ms,status_code
1775116879.879196,read,http://localhost:8083,k4,10.092020034790039,False,193,0,,200
1775116879.879352,read,http://localhost:8080,k4,10.515213012695312,False,195,0,,200
1775116879.87945,read,http://localhost:8080,k2,10.046958923339844,False,194,0,,200
1775116879.879529,read,http://localhost:8083,k1,9.281158447265625,False,200,0,,200
1775116879.879613,read,http://localhost:8082,k2,9.815216064453125,False,195,0,,200
1775116879.883786,read,http://localhost:8084,k3,2.162933349609375,False,205,0,,200
1775116879.884015,read,http://localhost:8080,k1,0.9381771087646484,False,202,0,,200
1775116879.89407,read,http://localhost:8084,k2,1.7032623291015625,False,194,0,,200
1775116879.895422,read,http://localhost:8082,k4,1.6498565673828125,False,194,0,,200
1775116879.8995059,read,http://localhost:8084,k1,0.9047985076904297,False,200,0,,200
1775116879.902129,read,http://localhost:8082,k4,0.7669925689697266,False,194,0,,200
1775116879.9047391,read,http://localhost:8081,k5,1.5799999237060547,False,189,0,,200
1775116880.892067,read,http://localhost:8082,k1,10.960102081298828,False,198,0,,200
1775116880.892527,read,http://localhost:8081,k3,11.905670166015625,False,203,0,,200
1775116880.893928,read,http://localhost:8080,k1,15.015125274658203,False,202,0,,200
1775116881.123779,write,http://localhost:8084,k4,1258.3138942718506,False,194,194,,201
1775116881.124746,write,http://localhost:8081,k5,1255.0928592681885,False,189,189,,201
1775116881.1250792,write,http://localhost:8080,k3,1254.4400691986084,False,203,203,,201
1775116881.125301,write,http://localhost:8080,k5,1255.3391456604004,False,189,189,,201
1775116881.125495,write,http://localhost:8084,k2,1255.0289630889893,False,194,194,,201
1775116881.1256902,write,http://localhost:8082,k3,1241.469383239746,False,203,203,,201
1775116881.125878,write,http://localhost:8080,k4,1237.2450828552246,False,196,196,,201
1775116881.126056,write,http://localhost:8080,k3,1237.5938892364502,False,204,204,,201
1775116881.136419,write,http://localhost:8081,k2,1231.6398620605469,False,195,195,,201
1775116881.137346,write,http://localhost:8082,k5,1223.6089706420898,False,190,190,,201
1775116881.147775,read,http://localhost:8082,k2,4.784822463989258,True,194,195,11.35110855102539,200
1775116881.151016,read,http://localhost:8081,k2,22.0949649810791,False,197,195,14.596223831176758,200
1775116881.15131,read,http://localhost:8084,k3,15.649795532226562,True,203,204,25.250911712646484,200
1775116881.151555,read,http://localhost:8084,k1,17.555952072143555,False,200,0,,200
1775116881.9119859,read,http://localhost:8083,k1,29.9990177154541,False,202,0,,200
1775116881.9122229,read,http://localhost:8081,k1,19.61803436279297,False,201,0,,200
1775116881.918236,read,http://localhost:8080,k4,37.114858627319336,True,195,196,792.3541069030762,200
1775116881.923381,read,http://localhost:8082,k1,38.9249324798584,False,202,0,,200
1775116881.923546,read,http://localhost:8080,k3,38.63382339477539,False,204,204,797.490119934082,200
1775116881.923669,read,http://localhost:8081,k5,38.29216957092285,False,190,190,786.3240242004395,200
1775116881.9240599,read,http://localhost:8081,k5,5.717039108276367,False,190,190,786.7143154144287,200
1775116881.927108,read,http://localhost:8082,k5,1.6608238220214844,False,191,190,789.7622585296631,200
1775116881.9354858,read,http://localhost:8080,k5,3.5457611083984375,False,191,190,798.1390953063965,200
1775116881.935626,read,http://localhost:8080,k1,3.1080245971679688,False,202,0,,200
1775116882.125225,write,http://localhost:8080,k2,1242.1958446502686,False,196,196,,201
1775116882.125709,write,http://localhost:8080,k4,1246.1190223693848,False,195,195,,201
1775116882.125983,write,http://localhost:8080,k2,1231.8191528320312,False,197,197,,201
1775116882.126318,write,http://localhost:8083,k1,1242.755651473999,False,201,201,,201
1775116882.126611,write,http://localhost:8082,k5,1248.8362789154053,False,190,190,,201
1775116882.126872,write,http://localhost:8081,k4,1245.4071044921875,False,195,195,,201
1775116882.1271,write,http://localhost:8082,k3,1246.9842433929443,False,205,205,,201
1775116882.127323,write,http://localhost:8082,k3,1245.168924331665,False,206,206,,201
1775116882.1401658,read,http://localhost:8084,k3,11.652708053588867,True,205,206,12.837886810302734,200
1775116882.14914,write,http://localhost:8081,k2,1247.8141784667969,False,195,195,,201
1775116882.149374,write,http://localhost:8083,k2,1238.3248805999756,False,196,196,,201
1775116882.1495721,read,http://localhost:8083,k4,16.614198684692383,False,196,196,22.69887924194336,200
1775116882.1510139,read,http://localhost:8083,k3,15.547037124633789,False,207,206,23.688793182373047,200
1775116882.1513338,read,http://localhost:8083,k2,16.7849063873291,True,196,197,1.9593238830566406,200
1775116882.165727,read,http://localhost:8083,k2,1.9848346710205078,True,196,197,16.351938247680664,200
1775116882.1659992,read,http://localhost:8082,k3,1.1682510375976562,True,204,206,38.67483139038086,200
1775116882.180369,read,http://localhost:8082,k1,3.7889480590820312,False,203,201,54.04806137084961,200
1775116882.198955,read,http://localhost:8084,k2,8.317947387695312,True,196,197,49.57914352416992,200
1775116882.4031801,write,http://localhost:8080,k2,1242.5262928009033,False,197,197,,201
1775116882.4041998,write,http://localhost:8081,k4,1269.7532176971436,False,196,196,,201
1775116882.404557,write,http://localhost:8080,k2,1271.087884902954,False,196,196,,201
1775116882.404874,write,http://localhost:8080,k4,1269.7999477386475,False,196,196,,201
1775116882.4051368,write,http://localhost:8080,k5,1270.4010009765625,False,191,191,,201
1775116882.405577,write,http://localhost:8081,k1,1248.549222946167,False,202,202,,201
1775116882.40589,write,http://localhost:8084,k3,1252.42280960083,False,204,204,,201
1775116882.407022,write,http://localhost:8080,k1,1253.1499862670898,False,203,203,,201
1775116882.407296,write,http://localhost:8082,k4,1271.8908786773682,False,195,195,,201
1775116882.4076622,write,http://localhost:8080,k1,1263.2389068603516,False,202,202,,201
1775116882.414075,read,http://localhost:8081,k3,4.606962203979492,False,207,206,8.183002471923828,200
1775116882.4166741,read,http://localhost:8080,k4,6.135225296020508,False,197,196,9.377002716064453,200
1775116882.417022,read,http://localhost:8084,k4,9.012937545776367,False,196,196,9.725809097290039,200
1775116882.421391,read,http://localhost:8082,k3,5.649805068969727,False,206,206,15.500068664550781,200
1775116882.4280052,read,http://localhost:8084,k1,1.5077590942382812,False,204,203,20.340919494628906,200
1775116882.428246,read,http://localhost:8083,k3,3.2389163970947266,True,204,206,22.35579490661621,200
1775116882.4324312,read,http://localhost:8084,k3,1.895904541015625,True,205,206,26.538848876953125,200
1775116882.43932,read,http://localhost:8081,k1,5.097150802612305,False,203,203,31.653881072998047,200
1775116882.442417,read,http://localhost:8081,k2,4.58979606628418,False,198,197,37.8570556640625,200
1775116882.446941,read,http://localhost:8081,k2,2.653837203979492,False,198,197,42.38104820251465,200
1775116882.45403,read,http://localhost:8084,k3,2.865314483642578,True,205,206,48.13694953918457,200
1775116882.464352,read,http://localhost:8083,k2,2.730846405029297,True,196,197,59.78894233703613,200
1775116882.471005,read,http://localhost:8083,k5,2.5627613067626953,False,191,191,65.86480140686035,200
1775116882.899253,read,http://localhost:8084,k3,10.211706161499023,True,205,206,493.3607578277588,200
1775116882.899592,read,http://localhost:8084,k5,10.947704315185547,False,191,191,494.45295333862305,200
1775116882.8999429,read,http://localhost:8082,k5,9.776115417480469,False,192,191,494.80605125427246,200
1775116882.900949,read,http://localhost:8084,k1,11.054039001464844,False,204,203,493.2858943939209,200
1775116882.901481,read,http://localhost:8081,k2,12.156963348388672,False,197,197,496.92273139953613,200
1775116882.909276,read,http://localhost:8084,k4,2.103090286254883,False,196,196,501.97792053222656,200
1775116882.909963,read,http://localhost:8084,k5,2.469301223754883,False,191,191,504.8248767852783,200
1775116882.911144,read,http://localhost:8080,k5,6.127834320068359,False,191,191,506.00600242614746,200
1775116882.9113941,read,http://localhost:8081,k1,4.744052886962891,False,205,203,503.73196601867676,200
1775116882.9217842,read,http://localhost:8082,k5,3.874063491821289,False,192,191,516.6447162628174,200
1775116882.922126,read,http://localhost:8082,k1,4.651069641113281,True,202,203,514.4610404968262,200
1775116882.923927,read,http://localhost:8082,k4,3.7987232208251953,False,200,196,516.6299343109131,200
1775116882.930815,read,http://localhost:8082,k5,1.8398761749267578,False,192,191,525.6757736206055,200
1775116882.9316149,read,http://localhost:8080,k3,3.439188003540039,False,207,206,525.723934173584,200
1775116882.940046,read,http://localhost:8080,k5,3.8437843322753906,False,191,191,534.9068641662598,200
1775116883.141349,write,http://localhost:8082,k1,1258.9669227600098,False,202,202,,201
1775116883.142006,write,http://localhost:8080,k4,1258.1279277801514,False,197,197,,201
1775116883.1423638,write,http://localhost:8081,k1,1250.7169246673584,False,202,202,,201
1775116883.1427221,write,http://localhost:8080,k3,1225.7022857666016,False,205,205,,201
1775116883.1430259,write,http://localhost:8080,k4,1249.7692108154297,False,196,196,,201
1775116883.143373,write,http://localhost:8081,k1,1218.7509536743164,False,203,203,,201
1775116883.15061,read,http://localhost:8082,k1,2.7740001678466797,False,204,203,7.233858108520508,200
1775116883.150979,read,http://localhost:8080,k1,3.60107421875,False,205,203,7.604837417602539,200
1775116883.152372,read,http://localhost:8082,k5,6.200075149536133,False,192,191,747.2348213195801,200
1775116883.1534872,read,http://localhost:8082,k3,8.14199447631836,False,207,206,10.76507568359375,200
1775116883.157989,read,http://localhost:8081,k1,5.52821159362793,False,205,203,14.613866806030273,200
1775116883.1584482,write,http://localhost:8081,k1,1216.714859008789,False,204,204,,201
1775116883.1587992,write,http://localhost:8081,k2,1227.698802947998,False,197,197,,201
1775116883.1599581,write,http://localhost:8083,k1,1226.802110671997,False,203,203,,201
1775116883.160362,write,http://localhost:8083,k3,1222.8460311889648,False,207,207,,201
1775116883.1626089,read,http://localhost:8084,k1,8.113861083984375,False,204,204,2.650022506713867,200
