key,stale_reads,total_reads,stale_rate
k1,2234,3522,0.6342986939239069
k2,2231,3554,0.6277433877321328
k3,2191,3472,0.6310483870967742
k4,2301,3607,0.637926254505129
k5,2222,3511,0.6328681287382512
ALL,11179,17666,0.6327974640552474
