key,stale_reads,total_reads,stale_rate
k1,538,45604,0.011797210770985
k2,475,45573,0.010422838083953218
k3,475,45512,0.010436807874846195
k4,451,45703,0.009868061177603221
k5,481,45672,0.010531616745489579
ALL,2420,228064,0.01061105654553108
